tx	SRR1192255	SRR1192256	SRR1192257	SRR1192258	SRR1192259	SRR1192260
AT2G17442.3	0.153753	0.382269	0.195102	0.159708	0.927968	0.453503
AT2G17442.4	0.304254	0	0.216719	0.311007	0.443013	0.663441
AT2G17442.5	0	0	0	0.175749	0.02605	0
AT2G17450.1	2.187781	2.59495	3.135016	2.422803	2.099102	2.27504
AT2G17470.1	0.19519	0.114508	0.214645	0.170112	0.135518	0.125169
AT2G17470.2	0	0.019237	0	0	0	0
AT2G17480.1	0.970018	1.07109	1.157561	1.43221	1.28784	1.132696
AT2G06945.1	0	0	0	0	0	0
AT2G06955.1	0	0	0	0	0	0
AT2G17500.2	0.091721	0.061676	0	0.229239	0.032872	0
AT2G17500.1	0	0	0	0.060437	0.107224	0.091891
AT2G17500.3	0	0	0	0	0.053383	0
AT2G17500.4	0	0	0.062199	0	0	0
AT2G17510.1	1.751899	1.750586	2.063171	1.364454	1.599788	1.490391
AT2G17510.2	0	0.006531	0	0	0.006382	0.018428
AT2G17520.1	0.953789	1.172497	1.297502	1.203355	1.384369	1.260296
AT2G06975.1	0	0	0	0	0	0
AT2G17525.1	0.871948	1.052133	1.399707	1.192846	1.386558	1.344991
AT2G17530.1	0.598786	0.799158	0.982544	0.506871	0.493868	0.313164
AT2G17530.2	0	0	0	0.524455	0	0
AT2G17530.3	1.191112	1.236181	1.42746	0.984159	1.555918	2.032729
AT2G17540.1	2.903845	3.34308	3.734554	3.911118	3.996769	3.541682
AT2G17540.2	0.721927	0.497707	0.462574	0.904237	1.050288	1.363421
AT2G17540.3	0.029421	0.083642	0.042536	0.204637	0.052473	0.024515
AT2G17540.4	0	0	0.061634	0.026346	0	0.021694
AT2G06995.1	0.387986	0.386047	0.180888	0.341961	0.74206	0.642178
AT2G17550.1	1.210212	1.244833	1.218505	1.232442	1.395688	1.579727
AT2G17550.2	0.476498	0.63871	1.123091	1.160683	0.674774	0.515509
AT2G07005.1	0	0	0	0	0	0
AT2G17560.2	6.65611	3.212093	2.24839	4.790916	4.826744	3.891996
AT2G17560.1	10.929899	11.23837	8.189021	8.882751	7.086612	7.568429
AT2G17560.3	0.17959	0	0.877847	0	0.243326	0.31159
AT2G17570.1	0.656865	0.740861	0.956032	0.802807	1.021818	0.929324
AT2G17580.1	1.062894	0.921741	1.045235	1.010103	1.047228	0.854623
AT2G17590.1	0	0	0	0	0	0
AT2G17600.1	0	0	0	0	0	0
AT2G17620.1	0.190201	0.129021	0.13951	0.094667	0.127034	0.069733
AT2G17630.1	2.914376	2.157095	2.742082	1.523758	1.80302	1.662712
AT2G17640.1	1.259644	1.55733	1.576786	1.736764	1.88966	1.683954
AT2G17650.1	0.428043	0.580637	0.76898	0.542795	0.650829	0.652885
AT2G17660.1	0.024249	0.047441	0	0	0.024435	0.025656
AT2G17670.1	0.958993	0.752224	0.815999	0.88978	0.950001	0.853611
AT2G17670.2	0.516654	0.807056	0.758222	0	0.484756	0.393962
AT2G17680.1	0	0	0	0	0	0
AT2G17690.1	0.051215	0.045018	0.044274	0.055914	0.061718	0.035934
AT2G17695.1	1.556635	2.272587	2.440105	2.047132	1.864201	1.906498
AT2G17695.3	11.584118	11.158572	9.87793	11.65855	10.786908	10.164468
AT2G17695.2	6.924576	7.60674	13.410126	11.209143	10.515937	9.458645
AT2G17700.1	1.607688	1.499205	2.155049	1.607713	1.787169	1.72829
AT2G17705.1	1.319919	1.260211	1.130612	1.236618	1.279919	1.101329
AT2G17710.1	0.901792	0.748141	0.771517	0.742423	0.758596	0.760835
AT2G17720.1	1.560218	1.718542	1.821159	1.537362	1.839799	1.723425
AT2G17723.1	0	0	0	0	0	0
AT2G17730.1	0.558491	0.439652	0.606844	0.345991	0.49765	0.391823
AT2G17730.2	0	0	0	0	0	0
AT2G17740.1	0.046284	0	0.033303	0.007749	0.012931	0.006821
AT2G17750.1	0	0	0	0	0	0
AT2G17760.1	1.565359	1.751118	2.518156	2.164296	1.799868	1.827261
AT2G17770.3	0	0	0	0.020146	0	0
AT2G17770.1	0	0	0	0	0	0
AT2G17770.2	0	0	0	0	0	0
AT2G17780.5	0	0.54956	0.60798	0	0.129209	0.146838
AT2G17780.1	0	0	0	0	0	0
AT2G17780.3	1.606796	2.648495	0	0.988235	0.895477	1.537974
AT2G17780.6	0.487136	0	0.21226	0.489751	0	0
AT2G17780.7	0	0	0	0	0	0
AT2G17780.10	0.066992	0.331339	0	0	0	0.058867
AT2G17780.8	0.602431	0.548118	0.891799	0.332158	0.557803	0.476295
AT2G17780.9	0.303068	0.649663	1.134938	0	0	0
AT2G17780.2	1.912903	0	2.233277	2.016712	2.628915	1.317276
AT2G17780.4	0.054983	0.342333	1.134054	0.175433	0.083386	0.226468
AT2G17785.1	0	0	0	0	0	0
AT2G17787.1	0.752016	1.07108	0.924821	0.677847	0.906449	0.861704
AT2G17790.1	2.311712	2.239265	2.76192	2.54819	2.896291	2.748882
AT2G17800.1	4.288306	4.772963	5.245908	4.14793	4.058261	4.054355
AT2G17800.2	0.065956	0.113228	0.146031	0.228197	0.122666	0.184856
AT2G17820.1	4.225892	4.106274	4.702882	3.685464	4.372484	3.845347
AT2G17830.1	0.709009	0.705196	0.655175	0.464419	0.544378	0.306282
AT2G17840.2	0.643025	0.800457	0.533325	0.607255	1.473287	1.467525
AT2G17840.1	1.981903	2.31993	2.963715	2.688104	2.086968	4.0713
AT2G17845.1	0	0	0	0	0	0
AT2G17850.1	0	0	0	0	0	0
AT2G17850.2	0	0	0	0	0	0
AT2G17850.3	0	0	0	0	0	0
AT2G17860.1	0	0	0	0.007534	0	0
AT2G17870.1	0.696509	0.882954	0.842837	0.685399	0.846157	0.671834
AT2G17880.1	0.557811	0.575552	0.598923	0.374706	0.178266	0.237602
AT2G17890.1	0	0	0	0	0	0.003486
AT2G17900.1	0.305672	0.309439	0.428414	0.259447	0.342995	0.283678
AT2G17905.1	0	0	0	0	0	0
AT2G17920.1	0	0	0	0	0.007748	0.016603
AT2G17930.1	1.437027	1.578498	2.087949	1.284747	1.516535	1.508192
AT2G17940.1	0	0	0	0	0	0
AT2G17950.1	0	0	0	0	0	0
AT2G17960.1	0	0	0	0	0	0
AT2G17970.4	0.493256	0.232682	0.336761	0.968265	0.825582	0.720291
AT2G17970.3	0	0.109718	0	0	0	0
AT2G17970.5	0.377927	0.273828	0.515491	0.315869	0.382474	0.396303
AT2G17970.6	0.489234	0	0.572559	0.186118	0	0
AT2G17970.7	0.022667	0	0.037156	0	0.047727	0
AT2G17970.8	0	0.922516	0	0.352137	0.596551	0.685317
AT2G17970.1	0	0	0	0	0	0
AT2G17970.9	0	0	0	0	0	0
AT2G17970.10	0	0	0.016037	0	0	0
AT2G17970.2	0	0.030621	0	0	0	0.03729
AT2G17972.1	29.472212	26.231246	20.803701	22.28627	23.728562	22.61353
AT2G07015.1	0.412561	0.386047	0.904439	0.8834	0.667312	0.558415
AT2G17975.1	0.489811	0.520371	0.511524	0.411775	0.455448	0.4364
AT2G17975.2	0.152288	0	0.048138	0.275601	0.027912	0.136589
AT2G17980.1	2.904835	2.900933	3.328868	2.803501	2.778112	2.736917
AT2G17990.2	0.588519	1.393286	1.882666	0.695932	0.434572	0.770964
AT2G17990.1	0.766591	0	0.757709	0.811214	1.351211	1.075475
AT2G17990.3	1.354014	1.356131	0.76055	0.929318	0.711736	1.049292
AT2G18000.2	0.100506	0.123353	0.064898	0.086753	0.103396	0.201679
AT2G18000.1	0	0	0	0	0	0
AT2G07025.1	0	0	0	0	0	0
AT2G18010.1	0.519906	0.540753	0.703976	0.209427	0.289285	0.380196
AT2G18020.1	28.893349	21.615887	25.009142	16.817768	15.696237	13.346319
AT2G18025.1	0	0	0	0	0	0
AT2G18030.1	0.989459	0.857045	0.982655	1.203945	1.041335	1.074342
AT2G18030.2	0.359927	0.171206	0.265604	0.168103	0.137744	0.101959
AT2G18040.1	6.94325	5.956534	4.463373	6.284931	5.898853	5.263224
AT2G18050.2	0	0	0	0	0	0
AT2G18050.1	0.497999	0.411156	0.495091	2.782323	3.23478	2.717991
AT2G18060.1	0.061962	0.155224	0.082975	0.069058	0	0.085932
AT2G18060.2	0.117554	0	0	0	0	0
AT2G18060.3	0	0	0	0	0.058836	0
AT2G18070.1	0	0	0	0	0	0
AT2G07035.1	0	0	0	0	0	0
AT2G18080.1	0	0	0	0	0	0
AT2G07045.1	0	0	0	0	0	0
AT2G18090.2	0.025151	0	0.065812	0	0.028066	0
AT2G18090.1	1.101727	1.504846	1.65566	1.123728	1.231046	1.225974
AT2G18100.3	0	0.028952	0	0	0	0
AT2G18100.2	0	0.014888	0	0.0546	0	0
AT2G18100.1	0	0	0	0	0.044621	0
AT2G18100.4	0.063222	0.033517	0.054044	0	0.02904	0.0919
AT2G18110.1	7.592382	6.412044	5.397419	5.588808	5.69212	5.328471
AT2G18120.1	0.277011	0.162119	0.211375	0.432006	0.454343	0.291398
AT2G18120.2	0	0	0	0.029373	0	0
AT2G18130.1	0	0	0	0	0	0
AT2G18140.1	0	0	0	0	0	0
AT2G18150.1	0	0	0	0.009246	0	0
AT2G18160.1	20.419058	18.660305	21.977632	28.403427	31.691773	26.525018
AT2G18170.1	2.455615	2.691662	4.1988	3.062678	3.176659	3.512157
AT2G18180.2	0	0.050358	0	0	0	0.064912
AT2G18180.1	0.112849	0	0	0.04651	0	0
AT2G18180.3	0	0	0	0	0.072188	0
AT2G18180.4	0	0.078128	0.102452	0	0	0
AT2G18180.5	0	0	0	0.014918	0.012272	0.045229
AT2G18190.1	0	0	0	0	0	0
AT2G18193.1	0.034691	0.088278	0.065572	0.082258	0.125296	0.111165
AT2G18196.1	0.033852	0.033913	0	0	0.069754	0.028062
AT2G18196.2	0	0.015919	0.033982	0.048503	0	0
AT2G18200.1	0	0	0	0	0	0
AT2G18210.1	0.02986	0.012775	0.026012	0.059606	0.026991	0.028926
AT2G07055.1	0	0	0	0	0	0
AT2G18220.1	1.391275	1.016317	0.988165	0.658569	0.890841	0.705104
AT2G18230.1	1.144281	0.962733	1.476504	1.690774	1.031339	1.081286
AT2G18240.1	1.57401	1.739862	2.339644	1.763131	2.162653	1.769654
AT2G18240.2	0.045978	0.028686	0.288365	0.162861	0	0.148405
AT2G18245.1	2.109782	2.080244	2.398842	3.433378	3.031546	3.509856
AT2G18250.1	1.610172	1.835389	2.1017	1.415239	1.43142	1.649886
AT2G18260.1	0.313018	0.728156	1.073439	0.883566	0.801167	0.650027
AT2G18260.2	0.492091	0	0	0	0	0.343972
AT2G18280.2	2.712641	2.341677	3.135986	2.951511	3.181187	4.159098
AT2G18280.1	2.337752	3.202396	2.985367	3.472902	4.11949	2.835519
AT2G18270.1	0.640688	0	0	0.376457	0	0.368848
AT2G18290.1	8.768009	9.337693	13.370495	10.314883	12.28717	10.333512
AT2G18300.3	0.290431	0.098762	0.203567	0.306518	0.073699	0.191338
AT2G18300.2	12.621037	17.703645	20.080205	15.480696	14.79724	19.380599
AT2G18300.1	8.248131	4.339171	4.278298	6.457625	9.946707	4.487526
AT2G18320.1	0	0	0	0	0.103591	0.056517
AT2G18328.1	15.849832	16.74051	15.881558	14.661388	12.669831	11.055036
AT2G18330.1	0.893015	0.82064	0.815957	0.618148	0.639344	0.640949
AT2G18340.3	0	0	0	0	0	0
AT2G18340.1	0	0	0	0	0	0
AT2G18340.2	0	0.025524	0.003876	0	0	0.008179
AT2G18350.1	1.2247	1.310528	1.021306	1.416531	1.331862	1.648776
AT2G18360.1	0	0	0	0	0	0
AT2G18360.2	0	0	0	0	0	0
AT2G18370.1	0	0	0	0	0	0
AT2G18380.1	0.464265	0.337221	0.447514	0.22942	0.267253	0.190193
AT2G18390.1	3.939595	3.337473	2.735269	2.95725	2.598856	2.394379
AT2G18400.1	2.816064	2.381064	2.180342	2.111773	1.690675	1.905773
AT2G18410.1	0.635458	0.836333	0.785942	0.380434	0.615847	0.906165
AT2G18410.2	0.603092	0.079886	0.271505	0.412565	0.467782	0
AT2G18420.1	0	0	0	0	0	0
AT2G18420.2	0	0	0	0	0	0
AT2G18440.2	0.544689	0.297707	0.418263	0.897347	1.160756	1.417065
AT2G18440.1	25.208991	28.621432	36.322689	24.058896	27.846469	27.424731
AT2G18450.1	0.0167	0.003386	0.015063	0.00755	0	0.003684
AT2G18460.1	0	0	0	0	0	0
AT2G18465.1	0.928698	0.850971	1.041952	0.894726	0.798268	0.789165
AT2G18470.1	0	0.011083	0.005161	0.012638	0	0.002432
AT2G18470.2	0	0	0	0	0	0
AT2G18470.3	0	0	0	0	0	0
AT2G18470.4	0	0	0	0	0	0
AT2G18480.1	0.053156	0.094734	0.068883	0.080846	0.082815	0.06774
AT2G18490.2	0	0	0	0	0	0
AT2G18490.1	0	0	0	0	0	0
AT2G18500.1	0.005924	0.011639	0.013271	0.053206	0.005996	0.025552
AT2G18510.1	1.237268	1.372479	1.395129	1.026797	1.260265	1.210286
AT2G18520.1	0.665247	0.61456	0.604096	0.31104	0.305224	0.421069
AT2G18530.1	0	0	0	0	0	0
AT2G18540.1	0	0.00261	0	0	0	0
AT2G18540.2	0	0	0	0	0	0
AT2G18550.1	0	0	0	0	0	0
AT2G18560.1	0.950181	1.323651	1.774293	2.147699	2.509981	2.477836
AT2G18570.1	0.209115	0.375222	0.457032	0.181956	0.233077	0.319774
AT2G18590.1	0	0	0	0	0	0
AT2G18600.1	0.085556	0.124367	0	0.249332	0.259818	0
AT2G18600.2	0	0	0.22345	0	0	0.19171
AT2G18620.1	0.043384	0.064239	0.032236	0.06916	0.069454	0.066222
AT2G18630.1	2.39888	2.456261	2.34094	2.731064	2.171658	2.709762
AT2G18630.2	0.190853	0.430782	0.70902	0.214948	0.627601	0.283437
AT2G18640.1	0	0	0	0	0	0
AT2G18650.1	0.496471	0.363469	0.447982	0.590271	0.555458	0.669067
AT2G18660.1	0.00986	0.052813	0	0.011777	0.067087	0.012242
AT2G18670.1	1.137684	0.902341	1.17096	1.101312	1.049089	1.066749
AT2G18680.1	0.052906	0.219629	0.180256	0.144506	0.193116	0.368179
AT2G18685.1	0	0	0	0	0	0
AT2G18690.2	0	0.072579	0.093063	0.092096	0.218934	0.090728
AT2G18690.1	0.027926	0.01342	0	0	0.029261	0.015053
AT2G07085.1	0	0	0	0	0	0
AT2G18700.1	4.38016	5.1889	6.194673	7.196508	6.724479	6.623688
AT2G18710.1	11.973383	12.299596	17.228073	9.626717	10.17522	9.191458
AT2G18720.1	0	0	0	0	0	0
AT2G18720.2	0.018834	0.013336	0.005199	0.021251	0	0.005038
AT2G18720.3	0	0	0	0	0.038264	0
AT2G18721.1	0	0	0	0	0	0
AT2G18730.1	2.675413	2.693432	3.252698	2.523506	2.471679	2.357997
AT2G18735.1	0.650913	0.529835	1.226308	0.555418	0.657905	0.292306
AT2G18740.2	0.094071	0.157189	0	0.106163	0.04886	0
AT2G18740.1	12.612478	11.424214	10.4312	8.955806	9.828219	7.761975
AT2G18750.1	0.377074	0.663195	0.673335	0.716749	0.375232	0.580925
AT2G18750.2	2.727689	2.703126	2.801395	2.482191	2.65961	2.51476
AT2G18750.3	0.240884	0.122707	0.42646	0.376337	0.669075	0.307825
AT2G18760.2	0.232916	0.085307	0.083376	0	0.11015	0.06964
AT2G18760.3	0.159234	0.076815	0.24428	0.363342	0.364199	0.383506
AT2G18760.4	0	0	0.100127	0	0	0
AT2G18760.5	0	0	0	0.017077	0	0
AT2G18760.1	0.030501	0.076311	0	0	0.074327	0
AT2G18760.7	0.01753	0.253289	0.049369	0.086918	0.147595	0.147147
AT2G18760.6	0	0	0	0	0	0
AT2G18770.1	1.547247	0.834617	2.247616	0.935304	1.058767	1.473258
AT2G18770.2	2.03966	2.509547	1.130506	2.251749	2.3284	1.307607
AT2G18780.1	0.266754	0.223189	0.23351	0.161213	0.240901	0.160855
AT2G18790.2	0.201155	0.271554	0.524796	0.108138	0.193273	0.181266
AT2G18790.1	2.105269	2.525418	3.066957	2.348434	3.103356	2.807967
AT2G18800.1	0	0	0	0	0	0
AT2G18810.1	0	0	0	0	0	0
AT2G18830.1	0	0	0	0	0	0
AT2G18840.1	1.364978	1.308273	1.127999	1.164288	1.080171	1.281519
AT2G18850.1	1.080159	1.198312	1.552681	1.04786	1.152766	0.877289
AT2G18850.2	0	0	0.100068	0	0	0
AT2G18860.1	2.501855	2.659888	3.868819	3.291942	3.757739	3.332531
AT2G18860.3	0.225792	0.329608	0.970344	0.510614	0.535512	0.435512
AT2G18860.2	0.433457	0.173815	0.525739	1.206774	0.635321	0.805744
AT2G18870.1	0	0	0	0	0	0
AT2G18876.2	0.334264	0.283854	0.589296	0.535203	0.702323	0.162565
AT2G18876.1	1.991672	1.997939	2.213462	2.292475	2.299632	2.338096
AT2G18880.1	0.013709	0.009424	0.011253	0.021168	0	0
AT2G18890.1	2.183561	3.13376	2.005749	2.015194	2.391609	2.246035
AT2G18890.3	1.403824	1.192203	1.638251	1.154513	0.668044	0.875839
AT2G18890.2	0.590337	0.066165	0.027119	0	0.171747	0
AT2G18900.1	0.99288	0.771556	0.803794	0.450281	0.589724	0.469336
AT2G18910.1	4.802926	4.271825	3.431083	4.014952	3.884975	3.214626
AT2G18915.2	0.913034	1.107089	1.516897	0.989643	1.154629	1.074863
AT2G18915.1	0	0	0	0	0	0
AT2G18917.1	0.033196	0.010714	0.064029	0.023282	0	0.021612
AT2G18920.1	0	0	0	0	0	0
AT2G07095.1	0	0	0	0	0	0
AT2G18938.1	0.024249	0.072384	0.060296	0.028497	0.025588	0.027921
AT2G18940.1	3.763654	4.186168	4.346267	2.678601	3.20574	2.87746
AT2G18950.1	1.845976	1.442383	3.113821	1.074076	1.468098	0.796969
AT2G18950.2	1.242907	0.93568	0	1.184861	0.808539	1.363195
AT2G18960.1	16.923023	18.901487	19.438399	14.438813	15.470408	15.497867
AT2G18960.2	0.482272	0.947058	1.876508	0.589816	0.847864	0.938691
AT2G18960.3	0.563188	0.484277	0.782948	0.627533	0.477087	0.646797
AT2G18969.1	1.261103	1.278641	0.733642	0.537142	0.935126	1.243517
AT2G18970.1	0.257226	0.15717	0.092085	0.194606	0.337183	0.24176
AT2G18980.1	0	0.024119	0.029529	0.007073	0.006262	0.013347
AT2G18990.1	5.486453	4.471068	4.056469	3.4766	3.82163	3.077386
AT2G19000.1	0	0	0	0	0	0
AT2G19010.2	0	0	0	0	0	0
AT2G19010.1	0	0	0	0	0	0
AT2G19020.1	0	0	0	0	0	0
AT2G19030.1	0	0	0	0	0	0
AT2G19040.1	0	0	0	0	0	0
AT2G19045.1	0	0	0	0	0	0
AT2G19050.2	0	0	0	0	0	0
AT2G19050.1	0	0	0	0	0	0
AT2G19060.1	0	0	0	0	0	0
AT2G19070.1	0	0	0	0	0	0
AT2G19080.2	0.912658	0.63714	0.798563	1.089029	0.584577	1.13503
AT2G19080.1	4.492271	4.849803	4.475214	4.16626	5.379277	4.311
AT2G19090.1	0.299505	0.319941	0.209646	0.187462	0.22942	0.202194
AT2G07115.1	0	0	0.472946	0	0	0
AT2G19110.2	0	0.068642	0.326213	0.037115	0.394633	0.065373
AT2G19110.3	0.157454	0.098003	0.043941	0.627693	0.831999	0.319125
AT2G19110.1	0.860237	1.018558	0.925847	0.437826	0	0.968915
AT2G19120.1	0.213979	0.236092	0.258762	0.161267	0.22417	0.240788
AT2G19130.1	0.297545	0.421163	0.559758	0.566187	0.642664	0.737726
AT2G07135.1	0	0	0	0	0	0
AT2G19146.1	0	0	0	0	0	0
AT2G19150.1	0	0	0	0	0	0
AT2G19150.2	0	0	0	0	0	0
AT2G19160.1	1.037989	1.212889	1.12937	1.065896	1.029282	1.312953
AT2G19160.2	0.140954	0.091086	0.368039	0.129201	0.159879	0.018838
AT2G19170.1	0.994642	1.034203	1.164071	0.970352	0.946389	0.915455
AT2G19170.2	0.030167	0.034198	0.01356	0	0	0
AT2G19180.2	1.506684	1.470514	1.244285	1.502455	1.275181	0.700239
AT2G19180.1	1.144544	1.271808	1.340703	2.024628	2.152942	2.641576
AT2G19190.1	0	0	0	0.003426	0.003	0.006516
AT2G07165.1	0	0	0	0	0	0
AT2G19210.1	0	0	0	0	0	0
AT2G19220.1	0	0	0	0	0	0
AT2G19230.1	0	0	0	0	0	0
AT2G19230.2	0	0	0	0	0	0
AT2G19240.2	0	0.059049	0.07227	0	0.053938	0.055418
AT2G19240.1	0.055949	0	0	0.037343	0	0
AT2G19260.1	0.346461	0.370209	0.536608	0.432203	0.431492	0.17369
AT2G19260.2	0.402689	0.41663	0.448985	0.178102	0.33656	0.586494
AT2G19270.1	2.754719	2.608562	2.862769	2.253233	2.392794	1.973545
AT2G19280.3	0	0.130518	0.571498	0.035329	0	0.16399
AT2G19280.4	0.545757	0.852631	0	0.793506	0.783582	0.57658
AT2G19280.1	0.190912	0.063337	0.343708	0.124707	0.033358	0.330082
AT2G19280.2	0.348166	0.452784	0.56651	0.465036	0.730267	0.376752
AT2G19290.1	0	0	0	0	0	0
AT2G19300.1	0	0	0	0	0	0
AT2G19310.1	2.699319	2.784059	2.594678	2.625722	2.543272	2.413895
AT2G19320.1	0	0	0	0	0	0
AT2G19330.1	0.012076	0.012096	0.041231	0.013485	0.011976	0
AT2G19340.1	0.284906	0.302785	0.258372	0.421735	0.28659	0.363038
AT2G19340.2	0.657894	0.409717	0.901293	0.275809	0.393925	0.503587
AT2G07175.1	0.044238	0.014602	0.017099	0.066644	0.134005	0.061911
AT2G19350.1	0.875808	0.682369	0.525085	0.626003	0.611447	0.605995
AT2G19360.1	0	0	0	0	0	0
AT2G19365.1	0.253606	0	0	0	0	0
AT2G19380.1	0.209501	0.203555	0.242822	0.216086	0.198537	0.178288
AT2G19385.1	1.198277	0.951615	0.823376	0.694188	0.765522	0.763348
AT2G19390.1	0.654296	0.799925	0.675019	0.74954	0.659509	0.911604
AT2G19390.2	0.136376	0.02323	0.268445	0.049303	0.242701	0
at2g07195	0	0	1.513428	0	0	1.401623
AT2G19400.1	1.019377	0.974063	1.319162	0.890398	0.939525	0.990184
AT2G19410.1	0	0	0	0	0	0
AT2G19410.2	0	0	0	0	0	0
AT2G19410.3	0	0	0	0	0	0
AT2G19420.1	0	0	0	0	0	0
at2g19425	0	0	0	0	0	0
AT2G19430.1	1.019248	0.853704	1.030064	0.98791	1.069765	0.958161
AT2G19440.1	0	0	0	0	0.01597	0
AT2G19440.2	0.005376	0	0.012435	0.005977	0	0
AT2G19450.1	0.629076	0.840259	1.15207	0.746824	0.723344	0.911332
AT2G19460.2	2.094153	1.591361	1.445395	0.880724	0.874879	1.109967
AT2G19460.1	0	0	0	0	0	0
at2g07205	0	1.211222	0	0	0	0
AT2G19470.1	2.57534	2.617123	3.183475	2.482356	2.780116	2.616856
AT2G19480.3	0.077404	0.016269	0	0.07461	0.027935	0.028658
AT2G19480.2	1.531046	0.625197	0.589882	0.705903	0.629432	0.705516
AT2G19480.1	21.294961	20.680875	18.32646	13.912247	15.195115	13.970935
AT2G19490.1	0.353953	0.324772	0.354949	0.226968	0.346278	0.192336
AT2G19500.1	0	0	0	0	0	0
AT2G07225.1	0	0	0	0	0	0
AT2G07235.1	0	0	0	0	0	0
AT2G19510.1	0	0	0	0	0	0
AT2G19520.1	2.011428	1.792007	2.032626	1.362232	1.462309	1.532362
AT2G19530.1	0.666504	0.569338	0.539512	0.474903	0.70236	0.606346
AT2G19540.1	3.76741	3.022482	2.956614	2.526334	2.674952	2.040066
AT2G19550.1	0.01397	0	0.0169	0	0.014285	0
AT2G19560.1	1.229758	1.341732	1.766186	0.95787	0.680425	0.944873
AT2G19560.2	0.657913	0.318659	0.071099	0.582361	0.897975	0.900516
AT2G19570.1	1.638636	1.394179	1.514053	0.987326	0.903796	0.912059
AT2G19572.1	0.732856	0.633283	0.642382	0.581053	0.672065	0.534083
AT2G19580.1	0.450925	0.354264	0.31292	0.276162	0.242133	0.348738
AT2G19582.1	0.052433	0.051536	0.059591	0.050311	0.084116	0.06518
AT2G19590.1	0	0.049717	0	0.011287	0	0
AT2G19590.2	0.021241	0	0.032343	0.006091	0.011008	0
AT2G19600.1	1.211847	1.257724	1.639789	1.40802	1.505067	1.488223
AT2G19610.1	0	0	0	0	0	0
AT2G19610.2	0	0	0	0	0	0
AT2G19620.2	0.337653	0.410493	0.512874	0.316434	0.288224	0.45955
AT2G19620.1	0.528648	0.534738	0.505323	0.577695	0.77989	0.621585
AT2G19620.3	0.121908	0.146133	0.230445	0.080617	0.119011	0.095368
AT2G07245.1	0.075142	0.074767	0	0.088305	0	0.17304
AT2G19630.2	0	0.023092	0	0.024601	0	0
AT2G19630.1	0.059553	0	0.072575	0	0.041333	0
AT2G19640.2	0.712604	0.4494	0.35888	0.536878	0.579316	0.371718
AT2G19640.1	0.719015	1.029879	1.411137	0.39057	0.474577	0.682196
AT2G19650.1	0.602551	0.620829	0.92349	0.681081	0.86914	0.746396
AT2G19660.2	0	0	0	0	0	0
AT2G19660.1	0.019984	0.021185	0.015956	0.004573	0.00839	0.018299
AT2G19670.1	1.620659	1.186894	1.161323	0.739694	0.870649	0.704971
AT2G19680.1	5.871858	6.720559	6.899579	5.094011	4.750276	4.345111
AT2G19680.2	0	0	0	0	0.137088	0
AT2G19690.3	0	0.061475	0.101301	0.032513	0	0.058735
AT2G19690.1	1.988107	1.574178	1.391283	1.560736	1.693906	1.339044
AT2G19690.2	0	0	0	0	0	0
AT2G19700.1	0	0	0	0	0	0.026051
AT2G19710.1	0.944606	1.139598	1.126278	0.972403	1.13626	1.063348
AT2G19720.1	2.497697	2.621971	2.846483	2.285793	2.282554	2.423236
AT2G19730.2	19.267122	12.811164	8.148509	9.006374	8.518404	5.523749
AT2G19730.1	5.235068	3.098838	6.303389	2.674533	2.711367	1.914748
AT2G19730.3	0.044696	0.154539	0.092807	0.058434	0	0.116443
AT2G19740.1	18.483992	15.074588	11.330441	11.645698	11.275339	9.086846
AT2G19750.1	25.13079	21.512232	15.217237	14.238357	15.858367	13.968369
AT2G19760.1	7.354317	8.268478	9.286091	6.98056	5.959243	5.78259
AT2G19770.1	0	0	0	0	0	0
AT2G19780.1	1.090855	1.113423	1.266523	1.334861	1.053636	1.302856
AT2G19790.1	7.614321	6.271209	9.067384	7.615788	6.819362	6.954494
AT2G19796.1	0	0	0	0	0	0
AT2G19800.1	0.037321	0.034675	0.104888	0.035343	0.018928	0.020071
AT2G19802.1	0	0	0	0	0	0
AT2G19810.1	0.949923	0.895248	0.866772	0.795233	0.892014	0.747694
AT2G19820.1	0	0	0	0	0	0
AT2G19830.2	15.51184	16.985687	17.03251	16.81637	16.990448	17.998814
AT2G19830.1	2.784073	1.156638	0.901534	1.294094	1.738698	0.790886
AT2G19850.1	0	0	0	0	0	0
AT2G19850.2	0	0	0	0	0	0
AT2G19860.1	2.400164	2.474849	2.66359	2.281225	2.580376	2.221041
AT2G19860.2	0.203756	0.232525	0.459133	0.171163	0.178852	0.163517
AT2G19870.1	3.961759	3.590731	3.513718	1.927516	2.422868	2.052655
AT2G19880.2	1.940793	1.323059	2.178433	1.63981	1.161405	1.357692
AT2G19880.1	2.180862	3.079164	2.583041	2.695544	2.836028	2.795711
AT2G19890.1	0	0	0	0	0	0
AT2G19890.2	0	0	0	0	0	0
AT2G19893.1	0	0	0	0	0	0
AT2G19900.1	0	0	0	0	0	0
AT2G19900.2	0	0	0	0	0	0
AT2G19910.1	0	0	0	0	0	0
AT2G19910.2	0.038149	0.016334	0.05411	0.021639	0.031723	0.025137
AT2G19920.3	0	0.031096	0.051652	0	0	0
AT2G19920.2	0	0	0	0	0.028468	0.038947
AT2G19920.1	0	0	0	0	0	0
AT2G19920.4	0.046005	0	0	0.052307	0	0
AT2G19930.1	0	0	0	0	0.011271	0
AT2G19930.3	0	0.068496	0.11393	0	0	0
