tx	sorghum1	sorghum2
KXG19633	0	0
EER89459	0	0.300566
OQU76089	0.662101	0.416805
KXG19634	6.842153	6.839732
EER89460	0	0
OQU76090	14.708386	13.41537
KXG19636	2.501397	3.770649
OQU76091	0	0
OQU76092	2.987991	3.351591
OQU76093	0	0
OQU76094	0	0.105072
OQU76095	8.143368	4.414286
OQU76096	0	0
OQU76097	2.539454	3.267907
OQU76099	0	0
OQU76101	0	0
OQU76103	0	0
OQU76098	0.409456	0.482512
OQU76100	0	0
OQU76102	13.87072	12.628501
OQU76104	0.399903	1.302951
EER89465	4.015196	2.786527
EER88108	1.039025	1.1942
EER88111	0.580856	1.516106
OQU76105	0.044814	0.041284
EER89467	0	0
EER89468	31.623207	29.528572
KXG19639	0	0
EER88112	8.82534	9.447603
EER89469	8.197717	7.552253
EER89470	17.805615	16.028248
OQU76106	3.360535	1.160835
EER89471	27.636097	28.545305
KXG19640	0	0
OQU76107	0	0
EER89472	47.531769	48.429295
OQU76108	0	0
OQU76109	0	1.29497
KXG19641	1.445696	0.822895
EER88116	0	0
OQU76110	1.035738	1.292869
KXG19645	0.549491	0.364884
EER89473	0.882305	0.69269
KXG19646	0	0
OQU76111	1.488928	1.263345
OQU76112	0	0
EER88120	10.03616	10.401776
EER89477	0	0
EER88121	3.087392	2.791237
KXG19644	0.659398	0.519008
OQU76113	0.434713	0
OQU76114	14.646447	14.463993
OQU76115	0	0
KXG19648	0	0
KXG19649	0	0
KXG19650	0.10975	0
EER88126	0.030745	0.028262
KXG19652	0	0
OQU76116	91.270058	98.222243
KXG19653	0.129565	0.60289
KXG19654	0	0
KXG19655	37.221697	34.289252
KXG19656	0	0
EER89480	21.043806	22.192822
KXG19657	0	0
KXG19658	12.70573	13.648608
OQU76119	0	0
OQU76118	0	0
OQU76117	0.327778	0
EER89482	295.247002	283.893045
KXG19659	46.780487	46.645685
OQU76120	0.523201	0.135175
EER88127	23.673723	25.865831
EER88128	12.841812	10.714775
KXG19661	4.328778	3.940748
KXG19660	37.315493	37.156164
KXG19664	0	0
KXG19665	0	0
OQU76121	0	0
EER89485	0	0.040576
KXG19666	3.148459	3.830441
OQU76122	0	0
OQU76123	54.225284	50.576322
EER89486	141.732496	144.441495
EER89487	4.920426	5.008548
KXG19670	16.734232	15.729697
KXG19672	0	0
KXG19669	0	0
EER88130	65.388699	69.236862
EER88131	2.979002	2.943154
EER88132	40.755063	41.810066
EER88133	2.14953	1.450991
KXG19671	0	0
OQU76124	0.111773	0
KXG19673	0	0
EER89490	0	0
OQU76125	0.112023	0.207862
EER89492	0	0
KXG19675	0.481138	0.673785
EER89493	0	0
KXG19676	2.027211	0.435964
OQU76126	0	0
OQU76127	2.539341	2.776317
EER88138	1.229302	1.390371
KXG19678	11.451061	12.595799
EER89500	40.310405	37.471089
OQU76128	0.653427	0.568296
OQU76129	0	0
KXG19680	0	0
EER89498	0	0
EER89499	0	0.160674
KXG19681	10.80365	8.204722
OQU76130	10.589197	12.2269
OQU76131	2.049509	2.71575
EER88140	44.249858	44.790587
KXG19684	0	0
EER89501	66.001633	68.704313
EER89502	0	0
KXG19686	0	0
KXG19685	0	0
OQU76134	0.3793	0.181539
OQU76133	0	0.658425
OQU76132	0	0
KXG19687	0	2.140452
OQU76135	2.207083	0
OQU76136	0	0
OQU76137	0	0
KXG19688	0	1.001071
EER89504	0	0
OQU76138	6.542167	7.776946
OQU76145	0	0
OQU76143	0	0
OQU76144	0	0
OQU76142	6.703169	5.35742
KXG19691	9.464053	12.733567
KXG19690	3.726103	3.629843
OQU76139	0.404712	0.375593
EER88144	0.164466	0.153007
OQU76146	0	0
EER88145	3.160744	2.311464
KXG19693	5.40693	4.221327
EER89506	0.745675	0.638878
OQU76147	0	0
EER88149	3.615056	4.159126
OQU76148	0.413793	0.616356
EER88150	0.678019	0.546161
KXG19695	22.653539	25.790341
EER89507	0	0
OQU76149	0	0
KXG19696	0	0
OQU76150	0	0
KXG19697	9.948633	11.286148
EER88151	0.79716	0.874167
OQU76154	0	0
OQU76151	0	0
OQU76152	0	0
OQU76155	0	0
OQU76153	0.403049	1.097338
OQU76156	0	0
EER88152	3.729626	2.075431
OQU76157	0	1.721726
KXG19700	0.113865	0.272771
OQU76158	0	0
KXG19701	6.740612	7.541457
EER89512	7.332024	8.358393
KXG19702	39.0299	41.185269
EER88155	89.557237	88.704734
EER88156	9.799105	13.199342
EER89513	260.757748	255.78008
OQU76159	0.903548	0.840096
EER88157	0	0
OQU76160	0	0
EER88158	8.859172	9.741455
EER88159	87.836824	89.736144
EER89514	56.291004	55.485675
KXG19703	0	0
EER88160	86.084671	83.320008
OQU76161	3.902043	3.338881
OQU76162	0	0
KXG19704	0	0
OQU76163	0	0
OQU76164	0	0
OQU76165	0	0
EER89525	0	0
EER89526	0	0
OQU76166	2.70429	3.293743
OQU76167	0	0
EER89524	0	0
KXG19707	3.4913	3.561269
EER88163	0.359769	0.673396
KXG19708	13.97203	14.959215
EER89528	0.143245	0.06686
EER88166	13.229022	13.958535
EER88164	0	0
KXG19709	2.769704	3.438888
KXG19710	0	0
OQU76168	0.611766	0.518681
OQU76169	0	0
KXG19711	0	0
EER89530	45.42727	46.772341
EER88170	0	0
EER89531	11.730997	12.031295
OQU76170	0	0
KXG19712	0	0
EER89533	26.901318	24.911577
OQU76171	0	0
OQU76175	2.020699	0.985855
OQU76173	0	0
OQU76172	0	0
EER89534	0	0
EER88171	1.67368	4.588958
OQU76174	0	0
OQU76176	7.749276	8.426664
KXG19713	0.118569	0.109836
KXG19714	0	0
EER89539	4.2984	5.138125
EER89540	7.193335	5.795859
OQU76179	0	0
OQU76180	2.858658	4.104532
EER89541	10.404135	10.362038
EER89542	160.939411	154.931624
EER89543	189.569445	192.805913
OQU76182	2.643224	4.146033
OQU76181	53.480837	45.673985
KXG19716	23.778817	31.092151
KXG19717	0	0
EER89545	109.74054	117.429011
OQU76183	0.490784	0.440078
EER89546	7.190473	7.424972
OQU76184	8.748782	8.841799
OQU76185	34.863777	30.927013
OQU76186	0	0
EER88177	49.060118	37.420713
OQU76187	0	0
KXG19719	9.738498	10.435954
KXG19720	0.484757	0.150125
EER89547	19.48043	18.597897
OQU76188	13.227508	18.266489
EER88179	13.719001	14.011866
KXG19722	0	0
EER88180	1.682953	1.961547
EER89549	3.147776	1.923362
EER89550	27.599674	30.553926
EER89551	12.959503	12.275382
KXG19723	0.167373	0
EER88181	0.168915	0.157548
OQU76189	0	0
OQU76190	0.295965	0.092293
EER89555	1.103722	1.43905
OQU76191	0	0
EER88184	18.718391	19.654102
KXG19726	11.831981	11.355869
OQU76192	0	0
OQU76193	0	0
EER89557	2.072829	2.87992
KXG19727	47.194582	49.642634
OQU76194	0	0
KXG19728	0	0
EER89559	0.613019	0.635844
OQU76195	0	0
KXG19730	0	0
OQU76196	0	0
KXG19735	0.133371	0.123903
EER88189	0	0
KXG19733	0.891548	0.661561
OQU76197	0.083774	0.051562
OQU76198	0	0
EER88191	1.500587	2.935165
EER89567	0.754713	0.743419
OQU76199	0	0
KXG19738	97.403163	97.889455
KXG19739	0.117363	0.109125
KXG19740	0	0
KXG19741	0.28773	0.052764
EER88193	4.361853	7.871387
OQU76200	23.586937	19.47486
EER89569	11.32459	15.981146
EER89570	3.373871	10.862974
OQU76201	0.396561	0
EER89571	476.049876	498.807101
EER89572	13.650775	13.557832
EER89573	0	0
KXG19742	0.699571	1.462569
OQU76202	0	0
EER89574	70.405351	66.889512
OQU76204	0	0
OQU76203	0	0
KXG19744	1.968168	2.939836
KXG19745	0	0
OQU76205	0	0
OQU76206	0.858015	0.559272
KXG19751	1.110934	1.464206
KXG19752	2.289636	1.592136
OQU76207	0	0
EER89578	0.9073	1.012883
EER89582	0	0
OQU76208	0	0.329945
OQU76209	0	0
KXG19755	0	0
KXG19756	0	0
EER89583	100.910599	99.418158
OQU76210	0	0
OQU76211	0	0
EER88196	0	0
OQU76212	0	0
EER88198	0	0
KXG19761	0	0
OQU76213	0	0
EER88199	6.514917	6.450026
OQU76214	0	0
EER88200	0.449466	0.059747
KXG19762	6.585248	6.305774
KXG19763	11.248811	9.587589
OQU76215	0	0.188731
KXG19765	0	0.154714
KXG19766	3.299231	1.675208
OQU76216	0.911589	1.130139
KXG19767	14.666276	18.002867
EER89585	9.947423	10.888091
OQU76217	0	0
KXG19769	0	0
KXG19770	3.526019	3.855649
EER89586	8.781894	7.995899
EER89587	2.731097	2.921723
KXG19771	0	0
KXG19772	28.218275	30.027505
KXG19773	28.396652	26.311317
OQU76218	6.313344	5.810072
OQU76219	0	0
OQU76220	1.373089	0.985522
KXG19775	0	0
KXG19776	4.036652	3.71001
KXG19777	0	0
EER89590	0	0
KXG19778	0	0
KXG19779	0	0
OQU76221	0	0
KXG19780	0.662034	0.809753
EER89592	0.949983	1.336907
EER88214	2.461319	0
KXG19781	0	0
OQU76222	0	0
EER89594	1.774941	2.125954
EER88218	0	0
EER89595	3.545364	2.88861
EER88219	53.335054	52.425575
OQU76223	0.313258	0.39698
EER88220	0.169228	0.203205
OQU76224	0.72256	1.463244
KXG19783	6.75669	6.24213
EER89599	0	0
EER88221	22.222988	21.304087
EER88222	19.431395	18.811941
OQU76225	1.152153	1.450753
OQU76226	0	0
EER88225	2.722401	2.247687
KXG19787	0.693043	0.429018
OQU76227	0	0.320103
EER89600	16.904429	23.236389
EER88227	0.633351	1.396092
OQU76228	19.241652	19.60444
OQU76229	0	0
OQU76230	0	0
EER89601	0.315733	0.537262
EER89602	2.025727	1.334411
KXG19789	0.108886	0.151247
ENSRNA049442771-T1	0	0
KXG19790	10.165803	10.645954
EER88229	16.041203	16.234416
EER88230	42.173382	35.491462
OQU76231	3.877274	3.056506
EER88231	15.168187	13.882646
OQU76232	0	0
OQU76233	0	0
OQU76234	0	0
OQU76236	0	0
KXG19792	0	0
OQU76235	0	0
EER89606	0.243047	0.337549
KXG19793	0	0
OQU76237	0.431344	0.66782
EER88235	0	0.206999
KXG19795	0	0
KXG19794	2.08739	0.584387
EER88238	0	0
OQU76238	0	0
EER88239	0.867538	0
KXG19796	0.423009	0
KXG19797	0	0
EER88241	0.405099	0.187907
OQU76239	0	0
OQU76240	0	0
EER88243	3.191441	3.014585
OQU76241	0.620195	1.05481
EER88244	7.067125	6.835423
OQU76242	0	0
EER89609	8.132485	8.295602
EER89610	26.740956	24.945174
OQU76243	0.437122	0.546315
KXG19801	2.702053	2.704101
KXG19802	0.143315	0
OQU76244	3.765088	1.746184
EER88246	61.413527	63.149504
EER88247	0	0
EER88249	0	0
OQU76245	8.89277	7.580401
EER88251	0	0
OQU76246	0	0
OQU76247	0	0
OQU76248	0	0
OQU76249	0	0
OQU76250	0	0
EER88253	5.687694	5.512347
KXG19806	0.712571	0.390712
KXG19807	0.765854	1.459028
EER89613	0	0
KXG19808	2.039276	2.512236
KXG19809	0.089087	0.238971
OQU76253	0.48443	0.520378
OQU76254	0	0
EER89615	1.281632	1.54732
EER89616	1.919343	2.358978
EER88254	0	0
EER89617	65.256109	64.465639
EER89618	18.098203	19.834346
OQU76255	0	0
EER89620	1.789316	1.782937
EER89621	0	0
EER89622	100.185277	101.157074
KXG19811	0	0
KXG19812	0.239069	0.303004
EER88257	13.793966	13.575944
KXG19813	0.620852	0
EER89624	0.239525	0.153317
OQU76256	1.71811	2.607332
OQU76257	7.729548	6.703475
EER89626	40.43542	40.139701
OQU76260	0	0
OQU76259	0	0
OQU76261	0	0.032227
OQU76258	0	0
EER88261	82.247194	82.619465
OQU76262	39.914792	32.646738
EER89627	1.764272	1.128527
EER89628	0	0
KXG19818	0	0
KXG19819	0	0
KXG19820	9.076781	9.720376
KXG19821	0	0
KXG19822	1.625119	1.182643
KXG19823	0.822111	1.647086
OQU76264	0.041877	0
EER89630	0	2.681736
KXG19824	3.917014	0
OQU76265	2.768904	4.047202
KXG19825	0.168957	0
KXG19826	0	0
EER89631	0	0.14278
OQU76266	0.038882	0
KXG19827	1.153138	0.771876
OQU76267	0	0
OQU76268	0	0.130235
OQU76269	5.524555	4.495339
KXG19831	0.072783	0
KXG19832	0	0
OQU76270	4.168596	3.591851
KXG19834	5.593518	3.86584
OQU76271	0	0.288903
EER88270	12.802421	11.845483
EER88272	3.255696	3.514177
OQU76272	0.1812	0
EER89633	2.387326	2.092034
KXG19836	7.995733	11.583462
OQU76273	0	0
OQU76275	16.520087	16.435002
OQU76274	0	0
EER89635	37.83877	36.890928
OQU76276	0	0
EER89636	0	0
OQU76277	0.394162	0.184575
OQU76278	4.638886	5.958396
KXG19839	0	0
OQU76279	0	0
OQU76280	0.088827	0.080602
EER88274	4.005306	3.826682
EER88276	0	0
KXG19841	0	0
EER88281	0.445215	0.276456
EER88284	0.807122	1.406639
OQU76281	0.245873	0.287792
OQU76282	0.140743	0.043756
OQU76283	0	0
EER89643	2.646849	2.737145
KXG19843	0.066753	0.184478
EER89645	10.435389	9.507536
EER88287	17.842066	21.293925
OQU76284	0.300032	0.055487
OQU76285	0.386209	0.284566
EER89648	1.869288	3.136872
EER89649	17.990004	18.864431
OQU76286	12.533042	13.288673
OQU76287	0	0.774323
OQU76288	5.403868	6.541013
OQU76289	3.700835	4.065912
KXG19847	0	0
EER88293	34.347588	32.168357
KXG19848	0.359077	0
OQU76290	0	0
OQU76291	24.955055	19.907049
KXG19854	1.584639	1.317833
KXG19856	0	0
OQU76292	0	0
OQU76293	0	0
KXG19859	0.753589	1.40334
EER88294	0	0.068438
OQU76295	0	0
OQU76296	0	0
OQU76294	0	0
OQU76297	0	0
KXG19862	4.170316	3.708292
KXG19863	0.797748	0.977719
KXG19865	0.09693	0.355841
KXG19866	0	0
OQU76298	0	0
OQU76299	0.800922	0.849968
KXG19867	1.090161	1.652785
KXG19869	0	0
EER89657	0	0
OQU76300	0	0.160324
EER89658	2.825308	1.659056
OQU76301	2.945466	1.110439
OQU76302	0.163049	0
EER89667	0	0
OQU76303	0	0
EER88299	0	0
KXG19873	2.449338	3.335383
OQU76304	0	0
OQU76305	0	0
EER88301	0.221635	0.103501
EER88303	0	0
OQU76306	0.973837	0.809057
OQU76307	0	0
OQU76308	0	0
EER88307	0	0
OQU76314	0	7.667979
OQU76310	0	0
OQU76311	0	0
OQU76309	7.60431	0
KXG19877	0	0
KXG19878	0	0
OQU76315	0	0
EER89672	25.986345	23.983073
EER89674	110.731874	108.536681
EER89676	0	0
EER88310	96.210923	79.988861
OQU76320	1.87598	2.578761
KXG19883	3.004894	3.19739
OQU76317	0.518709	1.384804
EER89678	4.875306	4.753745
OQU76322	7.559414	7.323898
OQU76323	0	0
EER89679	0	0
KXG19886	0.083016	0
EER89680	0	0.115078
OQU76325	5.288161	4.426231
OQU76326	0	0
EER89683	0	0.130483
EER88316	0	0.188548
KXG19889	14.147207	13.244273
OQU76328	3.081613	4.551658
OQU76327	37.440477	27.055814
OQU76329	0	0
EER88318	2561.578349	2544.492675
OQU76330	0.267241	0
KXG19892	0	0
KXG19893	1.405004	0.680901
OQU76331	0	0.196537
OQU76332	0.617448	1.170362
KXG19891	3.815908	1.603719
KXG19894	0	0
KXG19895	0	0
KXG19896	0	0
EER88320	123.46933	127.112884
KXG19898	14.573208	16.215345
OQU76333	0	0
EER88321	0.492874	0.821836
EER89691	3.500103	3.911266
KXG19900	0	0
EER88322	13.078399	10.141608
OQU76335	0.13081	0.498467
OQU76334	1.257621	1.43512
KXG19902	1.248082	1.176117
EER89693	25.209215	22.160915
OQU76336	7.144305	7.16679
OQU76337	0.481959	0.734448
OQU76338	22.148762	21.137136
KXG19904	19.930205	19.010516
KXG19906	1.058615	0.517735
KXG19909	10.567314	13.022594
KXG19908	40.602885	43.841299
KXG19910	0	0
KXG19911	0	0
OQU76340	0	0
KXG19912	22.263545	35.598946
OQU76341	0	0
OQU76342	0	0
OQU76343	0	0
EER88333	0.074265	0.763038
EER88334	108.175146	104.147806
OQU76345	0.341404	0.105851
EER89704	5.452711	6.458497
OQU76344	0	0
OQU76347	0	0
OQU76346	0	0
OQU76348	0.485283	1.346357
KXG19915	0.190435	0.175908
OQU76349	0.254457	0
OQU76350	2.134924	0.44264
OQU76351	17.595937	18.534642
EER88336	27.794866	25.291314
KXG19919	0.188488	0.304452
KXG19920	0.171024	0
KXG19921	4.612388	5.138022
KXG19922	0	0.515418
KXG19923	1.333842	0.883879
KXG19924	1.341198	0
OQU76352	0	0
EER88337	14.500923	12.709067
KXG19925	0.577607	0.612376
OQU76353	0.259431	0.236824
EER88340	7.197517	6.426027
OQU76354	0	0
KXG19929	2.209768	2.134942
KXG19927	0	0
EER89710	26.588168	33.626538
OQU76355	0	0.546022
KXG19930	0	0
OQU76356	11.735579	12.159874
EER88342	10.135165	10.226542
OQU76357	0	0
OQU76358	0	0
EER88344	2.327412	3.162877
KXG19933	0	0
KXG19934	0	0
KXG19935	0	0
EER88345	0.091295	0.041849
OQU76359	0	0
KXG19937	44.159476	45.313115
KXG19936	2.087952	0.397495
OQU76360	13.650247	10.820262
KXG19938	0	0
KXG19939	0	0
OQU76361	0	0
EER89715	6.802791	7.517648
OQU76362	0	0.134759
OQU76363	2.647879	2.826496
KXG19940	0	0
KXG19944	0.5768	0.484455
OQU76364	0	0
KXG19945	0	0
KXG19947	8.9367	8.313551
KXG19949	0	0.298499
KXG19946	5.48077	4.917511
KXG19948	0	0
OQU76365	0	0
KXG19952	0.986585	0.921182
OQU76366	0	0
OQU76367	0	0
EER89725	9.707153	8.891221
OQU76368	0	0
KXG19954	0	0
KXG19955	0	0
KXG19956	0	0
EER88355	19.553926	21.242839
OQU76369	9.071115	8.398207
EER89730	15.295987	15.872348
KXG19959	0.728355	1.219018
OQU76370	0	0
KXG19962	0.183301	0
KXG19963	0	0.070123
OQU76371	0	0
OQU76372	1.463092	1.544363
KXG19966	0	0
KXG19967	2.55601	2.858271
KXG19968	5.796464	5.150887
OQU76374	0	0
OQU76375	0	0
EER89737	16.469301	14.267791
OQU76376	0	0
KXG19969	17.563342	18.28251
KXG19971	0	0
KXG19972	0	0
OQU76378	0	0.954229
OQU76380	4.781782	2.355519
EER88363	0.85363	0
OQU76381	0.080752	0.465605
EER89739	16.511944	15.918628
OQU76382	0	0
OQU76383	17.469511	15.611589
KXG19982	0	0
OQU76384	0	0
KXG19983	0	0
OQU76385	0	0
KXG19985	0.142053	0.684308
KXG19987	5.829432	7.430307
KXG19986	1.582903	1.408927
KXG19988	0.067178	0.113087
OQU76386	0	0
OQU76387	0	0
OQU76388	0	0
EER89755	46.706391	46.249701
EER89756	0	0
OQU76389	0	0
OQU76390	0	0
OQU76391	0	0
OQU76392	0	0
EER89774	0	0
OQU76393	0	0
OQU76394	0	0
KXG19996	0	0
KXG19998	4.316289	3.786774
OQU76396	0.502651	0
OQU76395	0	0
OQU76397	0	0
EER89775	23.210256	26.182438
EER88376	0	0
OQU76399	0	0
OQU76400	0	0
KXG19999	0.738851	0
OQU76398	0	0.629192
OQU76401	0	0
OQU76402	0	0
OQU76403	0	0
KXG20004	0	0
OQU76404	0.036096	0.03301
OQU76405	0	0
OQU76407	0	0
OQU76408	0	0
OQU76406	0	0
OQU76410	0	0
KXG20012	13.475288	2.667594
KXG20010	0	10.981952
KXG20011	0	0
OQU76411	0.111234	0
EER88383	0	0
KXG20015	4.750308	3.124689
KXG20016	14.365785	12.858177
KXG20017	16.469524	15.48219
EER89784	52.288247	55.405663
OQU76412	0.839746	0.774857
OQU76413	0.422313	0
EER89785	0.512626	0.571625
EER89786	13.633811	14.230007
OQU76414	0.375124	0.91442
KXG20019	4.366	3.336535
KXG20018	0	0
OQU76415	0	0
OQU76416	0.055444	0
OQU76417	0.097891	0.160517
OQU76418	0	0
EER89791	1.248258	1.313181
KXG20020	0	0
EER88389	8.203999	9.862241
KXG20021	0	0.052467
OQU76419	0	0
OQU76423	2.844945	3.347153
OQU76421	0.501118	0.548748
OQU76424	0	0
OQU76426	0	0
OQU76422	0.292469	0.304998
OQU76431	0	0
KXG20022	0	0
OQU76420	5.769526	0
OQU76432	0	0
OQU76434	0	0
EER88393	11.473221	10.665363
OQU76435	0	0
KXG20025	0	0
KXG20027	0	0
OQU76436	0	0
OQU76437	0	0
EER88397	21.335455	22.12226
ENSRNA049996889-T1	0	0
KXG20030	0	0
KXG20031	0.692336	0.634496
OQU76438	2.098586	1.764876
EER88400	1.154873	0.894691
OQU76439	0	0
OQU76440	0	0
OQU76441	0.176894	0.368654
OQU76442	0	0
OQU76443	2.003738	2.826757
OQU76444	0.102316	0.108698
OQU76445	2.071309	1.951504
KXG20038	8.630031	8.767036
EER88404	31.865848	28.57151
EER89796	0	0
EER89797	132.528261	132.603723
KXG20041	0	0
EER89799	0	0
OQU76446	0	0
EER89802	0	0.178566
OQU76447	19.049955	22.392431
KXG20043	0.313536	0.422034
EER88406	9.077672	11.037939
OQU76448	0	0
EER89806	44.787871	45.802977
KXG20044	0.108387	0
OQU76449	2.318746	0
KXG20047	1.246981	1.769311
EER89807	1.047833	1.365225
KXG20048	20.409187	19.513563
OQU76450	1.600608	1.094194
OQU76451	0.251044	0
EER89808	0.054499	0
OQU76452	0	0
OQU76453	0	0
OQU76454	0	0
KXG20050	0	0
EER89810	6.374879	6.555702
EER89811	169.239454	176.068114
KXG20051	28.060434	28.118621
OQU76456	2.131489	2.443032
OQU76457	1.17947	1.170496
OQU76455	0.411143	0.788984
EER88419	0	0
EER89813	0	0
EER89814	1.387	0.860169
OQU76458	0.538231	0.55651
OQU76459	0	0
OQU76460	0	0
OQU76461	0	0
EER89819	0	0
OQU76462	0	0
OQU76463	13.187189	12.916942
KXG20060	0	0
EER88420	36.549402	33.787357
ENSRNA049443167-T1	0	0
EER89829	268.466011	260.913313
EER89830	61.341739	60.788727
OQU76466	0	0
OQU76464	0	0
OQU76468	4.937455	5.742449
OQU76467	0	0
EER89831	0	0
OQU76465	3.455145	3.82891
EER89835	0	0
OQU76469	0.087385	0
KXG20064	0	0
KXG20065	0.15538	0.070226
EER88424	29.996829	30.26379
EER88422	0	0
KXG20066	0.720025	0.671595
OQU76472	0.2577	0.239999
OQU76470	7.123753	6.176918
OQU76471	2.651793	2.981955
KXG20070	0	0
KXG20068	1.884672	1.752401
KXG20069	0	0
OQU76473	0	0
EER89844	22.718235	24.439629
EER89845	0	0.043773
KXG20071	3.999058	3.248612
OQU76474	0	0
KXG20072	0	0
KXG20073	0.37061	0.566386
OQU76475	0.05284	0
OQU76476	0	0
OQU76477	0	0
OQU76478	0.020472	0
EER88427	14.155591	13.302084
OQU76479	0	0
OQU76480	0	0
OQU76481	2.094458	1.688353
KXG20080	25.037218	26.47771
OQU76482	10.344936	6.839114
KXG20081	7.475897	7.125363
EER89847	6.958889	6.23201
OQU76484	0	0
OQU76483	0	0
KXG20082	0	0
OQU76485	0	0.78314
OQU76486	0	0
EER89851	0.157768	0
EER89852	0	0
OQU76487	0.068401	0
KXG20086	0.886287	1.433827
KXG20085	2.291773	1.290506
KXG20084	0	0
EER88428	1.923632	1.722805
KXG20087	0	0
OQU76489	2.744248	2.746461
EER88429	0	0
EER89855	5.805636	4.285379
KXG20090	1.805253	2.932192
EER88430	34.847247	34.155544
OQU76490	3.088276	2.714497
OQU76491	3.881894	4.700226
OQU76492	11.553489	9.477465
KXG20091	33.240732	31.915375
KXG20095	1.668325	1.756727
OQU76493	1.343097	1.95226
KXG20093	1.403599	1.189831
OQU76494	15.564069	15.0673
OQU76496	0	0
EER88432	14.238313	7.692807
KXG20097	90.502768	97.942281
EER88433	33.75996	35.197153
OQU76497	35.555343	33.461722
EER88437	0	0
EER88438	0	0
KXG20100	11.421746	11.23041
KXG20101	0.071316	0.066485
EER88440	188.606197	198.039044
OQU76498	0	0
KXG20104	13.440749	11.414087
OQU76499	0	0
KXG20105	0.062897	0.116808
KXG20106	0	0
EER88443	0.336613	0.783401
OQU76500	0	0
EER88444	3.423473	3.370629
EER89866	79.326126	81.163684
OQU76501	0	0
OQU76502	0.553518	0.51595
OQU76503	0	0
EER89867	10.882068	11.775593
EER89868	286.164389	296.999956
KXG20109	0.582698	0.41393
KXG20108	0	0
KXG20110	0	0
EER89869	0	0
OQU76504	0.362841	0.247482
KXG20113	0.552239	0
EER88449	0.789108	1.10024
KXG20115	5.025717	4.620813
OQU76505	0	0
KXG20117	5.071968	5.445346
EER88451	0.917043	0.763568
KXG20118	0	0
EER89870	0	0
KXG20119	0	0
EER88460	10.777094	10.982865
OQU76506	6.346927	3.411345
OQU76507	16.843094	12.251724
KXG20121	0	0
OQU76508	0.060352	0.375805
OQU76509	0.414042	1.00571
KXG20122	0	0
OQU76511	15.873208	17.550464
OQU76513	0	0
EER88462	2.369623	1.27818
EER88463	0.511951	0.287269
OQU76514	0	0
KXG20125	0	0
KXG20126	0	0
OQU76515	0	0
EER88470	0	0
OQU76516	0.450896	0.421904
OQU76517	5.912574	9.304077
OQU76518	4.476612	5.306168
KXG20131	0.805026	0.923696
EER89876	53.588236	56.353796
OQU76519	0	0
EER88477	0	0
EER88476	3.017567	2.458776
EER89877	0	0
EER88479	0	0
EER89884	5.266642	5.131893
KXG20134	0	0
EER88480	0	0
EER89885	0	0
OQU76520	0.175332	0
OQU76521	0	0.22339
OQU76522	1.002612	0
OQU76523	1.464276	0.96892
OQU76524	0	2.426767
KXG20135	0	0
EER88482	0.211979	0.194029
EER88483	83.240054	82.442724
EER88484	16.215346	15.147327
OQU76525	0	0
OQU76527	1.016189	0
OQU76526	0	0
OQU76528	0.874371	1.173649
EER89887	0.267248	0.415927
EER89889	1301.264895	1298.978992
OQU76529	0	0
OQU76530	0	0
OQU76531	0	0
KXG20138	2.499752	2.381183
EER89894	0	0.130109
OQU76532	0	0
KXG20139	0	0
OQU76533	1.255239	1.156283
EER88491	15.314942	16.154116
EER89895	0	0.063247
OQU76534	3.599202	3.361863
EER89896	12.195902	12.142557
EER88495	0.061497	0.113754
KXG20141	14.518895	15.756685
EER88496	0.935769	0.543558
EER89897	0.73342	0.341225
OQU76535	2.977984	2.76363
EER89901	1.585597	1.48506
OQU76536	0	0
OQU76538	0	0
KXG20145	0	0
OQU76537	0	2.760651
EER89903	2.493259	0
KXG20144	18.340969	21.009872
KXG20143	0	0
KXG20146	5.661618	5.273391
KXG20147	7.458307	7.365696
EER89907	0.067257	0.062921
EER89908	0	0
EER89909	0.225837	0.624763
EER89910	0	0.189722
KXG20149	8.251896	6.668539
OQU76539	5.001267	2.303532
KXG20150	0.322979	0.301468
OQU76545	1.70148	3.036963
OQU76541	0	0
OQU76547	8.727304	8.42881
OQU76542	0	0
OQU76540	0	0
ENSRNA049996882-T1	0	0
ENSRNA049996871-T1	0	0
EER89913	77.922466	80.989774
OQU76548	0	0
OQU76549	0.906418	0.601211
EER88498	0.519925	0.489495
EER88499	28.78703	31.23855
EER89914	4.016823	5.946456
OQU76551	1.058005	1.166352
OQU76550	0	0
KXG20157	0	0
OQU76552	0	0
EER89918	5.966495	6.148688
KXG20158	0	0
OQU76553	0.436744	0.266012
EER89919	72.849327	77.168085
EER89920	260.153854	254.702267
KXG20159	0.420456	0.344496
KXG20160	0.364613	0.338087
EER88508	2.818299	3.154021
KXG20161	0.184668	0.256948
EER89924	135.728493	135.623923
EER89925	10.454572	11.601696
KXG20162	11.111382	9.80891
KXG20163	0.377118	0.586949
OQU76555	8.362929	7.380116
OQU76554	36.894417	36.622032
KXG20167	7.591008	6.642432
KXG20168	23.629512	27.035767
KXG20169	72.824463	72.437695
OQU76556	0.439539	0.588739
OQU76557	0	0
OQU76558	1.157838	0
KXG20180	0	0
EER88511	0.081606	0.165317
EER89928	3.189762	4.808385
OQU76559	12.387482	6.83638
EER88512	62.444388	65.665005
OQU76560	0	0
EER89927	0	0.112936
OQU76561	0	0
OQU76562	0	0
KXG20175	0	0
